district_name,num_registered_users,num_app_opens,year,state_name,quarter
paschim bardhaman district,1412133,10893467,2024,west-bengal,2
nadia district,1737326,14549939,2024,west-bengal,2
birbhum district,1099269,38692858,2024,west-bengal,2
purba medinipur district,1721598,18370486,2024,west-bengal,2
maldah district,1231444,42755282,2024,west-bengal,2
darjiling district,711967,31397877,2024,west-bengal,2
south twenty four parganas district,1913867,20248010,2023,west-bengal,1
purba bardhaman district,1171416,14024827,2023,west-bengal,1
uttar dinajpur district,604337,18402983,2023,west-bengal,1
kalimpong district,55972,7440098,2023,west-bengal,1
murshidabad district,1868610,15071851,2023,west-bengal,1
paschim medinipur district,1274166,21510664,2023,west-bengal,1
dakshin dinajpur district,429466,7605293,2023,west-bengal,1
jalpaiguri district,392646,18371583,2023,west-bengal,1
purulia district,652528,25640046,2023,west-bengal,1
north twenty four parganas district,3926974,17361233,2023,west-bengal,1
bankura district,957561,22629162,2023,west-bengal,1
jhargram district,184460,11363522,2023,west-bengal,1
howrah district,1488195,3583925,2023,west-bengal,1
hooghly district,1651210,7508082,2023,west-bengal,1
kolkata district,2838411,7291282,2023,west-bengal,1
koch bihar district,564029,19175942,2023,west-bengal,1
alipurduar district,272997,12835964,2023,west-bengal,1
paschim bardhaman district,1165703,9386585,2023,west-bengal,1
nadia district,1423179,9249475,2023,west-bengal,1
birbhum district,896009,14218972,2023,west-bengal,1
purba medinipur district,1409101,11139071,2023,west-bengal,1
maldah district,1002068,15639770,2023,west-bengal,1
darjiling district,589990,11404341,2023,west-bengal,1
south twenty four parganas district,1993465,23728863,2023,west-bengal,2
purba bardhaman district,1221383,13040712,2023,west-bengal,2
uttar dinajpur district,632353,19925851,2023,west-bengal,2
kalimpong district,58437,7999335,2023,west-bengal,2
murshidabad district,1943677,18214280,2023,west-bengal,2
paschim medinipur district,1328693,21381948,2023,west-bengal,2
dakshin dinajpur district,449101,7969043,2023,west-bengal,2
jalpaiguri district,410005,19190861,2023,west-bengal,2
purulia district,682071,29850554,2023,west-bengal,2
north twenty four parganas district,4079270,17505304,2023,west-bengal,2
bankura district,999031,24286321,2023,west-bengal,2
jhargram district,192645,14039419,2023,west-bengal,2
howrah district,1546777,4225701,2023,west-bengal,2
hooghly district,1717832,8270519,2023,west-bengal,2
kolkata district,2941189,7022371,2023,west-bengal,2
koch bihar district,589504,22772722,2023,west-bengal,2
alipurduar district,284829,14332908,2023,west-bengal,2
paschim bardhaman district,1211919,9906246,2023,west-bengal,2
nadia district,1482400,9509833,2023,west-bengal,2
birbhum district,934943,12789154,2023,west-bengal,2
purba medinipur district,1468608,12096564,2023,west-bengal,2
maldah district,1046132,17662446,2023,west-bengal,2
darjiling district,613398,15141713,2023,west-bengal,2
south twenty four parganas district,2074469,36106296,2023,west-bengal,3
purba bardhaman district,1272153,13425281,2023,west-bengal,3
uttar dinajpur district,659711,30979165,2023,west-bengal,3
kalimpong district,60803,12163745,2023,west-bengal,3
murshidabad district,2023550,22637926,2023,west-bengal,3
paschim medinipur district,1384076,27253598,2023,west-bengal,3
dakshin dinajpur district,468842,11036806,2023,west-bengal,3
jalpaiguri district,427529,27526284,2023,west-bengal,3
purulia district,711605,40151644,2023,west-bengal,3
north twenty four parganas district,4241525,15161063,2023,west-bengal,3
bankura district,1040840,30550117,2023,west-bengal,3
jhargram district,200795,15380154,2023,west-bengal,3
howrah district,1608895,7720866,2023,west-bengal,3
hooghly district,1787671,6860509,2023,west-bengal,3
kolkata district,3053050,6895145,2023,west-bengal,3
koch bihar district,614856,35359585,2023,west-bengal,3
alipurduar district,297043,20820021,2023,west-bengal,3
paschim bardhaman district,1260756,13439780,2023,west-bengal,3
nadia district,1544294,12674328,2023,west-bengal,3
birbhum district,974363,18961683,2023,west-bengal,3
purba medinipur district,1530289,18593769,2023,west-bengal,3
maldah district,1091634,28020285,2023,west-bengal,3
darjiling district,637665,21732323,2023,west-bengal,3
south twenty four parganas district,2154289,111103321,2023,west-bengal,4
purba bardhaman district,1321422,60531604,2023,west-bengal,4
uttar dinajpur district,686351,59519903,2023,west-bengal,4
kalimpong district,63057,4888327,2023,west-bengal,4
murshidabad district,2100695,116976651,2023,west-bengal,4
paschim medinipur district,1437662,58861738,2023,west-bengal,4
dakshin dinajpur district,488888,21098761,2023,west-bengal,4
jalpaiguri district,443804,30120250,2023,west-bengal,4
purulia district,740950,41863889,2023,west-bengal,4
north twenty four parganas district,4396190,179735656,2023,west-bengal,4
bankura district,1082170,41621227,2023,west-bengal,4
jhargram district,208933,10686793,2023,west-bengal,4
howrah district,1669556,74185370,2023,west-bengal,4
hooghly district,1855311,71031013,2023,west-bengal,4
kolkata district,3159912,134474132,2023,west-bengal,4
koch bihar district,639234,46647731,2023,west-bengal,4
alipurduar district,308491,22586494,2023,west-bengal,4
paschim bardhaman district,1307045,64640169,2023,west-bengal,4
nadia district,1603527,67224546,2023,west-bengal,4
birbhum district,1013025,52281841,2023,west-bengal,4
purba medinipur district,1589203,69991821,2023,west-bengal,4
maldah district,1134600,88292475,2023,west-bengal,4
darjiling district,660231,39079247,2023,west-bengal,4
south twenty four parganas district,487180,0,2019,west-bengal,1
purba bardhaman district,340321,0,2019,west-bengal,1
uttar dinajpur district,144521,0,2019,west-bengal,1
kalimpong district,10477,0,2019,west-bengal,1
murshidabad district,478812,0,2019,west-bengal,1
paschim medinipur district,361979,0,2019,west-bengal,1
dakshin dinajpur district,115269,0,2019,west-bengal,1
jalpaiguri district,92118,0,2019,west-bengal,1
purulia district,190392,0,2019,west-bengal,1
north twenty four parganas district,1130983,0,2019,west-bengal,1
bankura district,288329,0,2019,west-bengal,1
jhargram district,53153,0,2019,west-bengal,1
howrah district,410583,0,2019,west-bengal,1
hooghly district,480952,0,2019,west-bengal,1
kolkata district,868126,0,2019,west-bengal,1
koch bihar district,131010,0,2019,west-bengal,1
alipurduar district,64136,0,2019,west-bengal,1
paschim bardhaman district,349928,0,2019,west-bengal,1
nadia district,385179,0,2019,west-bengal,1
birbhum district,265201,0,2019,west-bengal,1
purba medinipur district,389583,0,2019,west-bengal,1
maldah district,266012,0,2019,west-bengal,1
darjiling district,145181,0,2019,west-bengal,1
south twenty four parganas district,579599,3430790,2019,west-bengal,2
purba bardhaman district,387428,2138160,2019,west-bengal,2
uttar dinajpur district,169472,792182,2019,west-bengal,2
kalimpong district,13066,57126,2019,west-bengal,2
murshidabad district,548604,2725852,2019,west-bengal,2
paschim medinipur district,411877,2375069,2019,west-bengal,2
dakshin dinajpur district,131963,505843,2019,west-bengal,2
jalpaiguri district,109309,533784,2019,west-bengal,2
purulia district,212137,946167,2019,west-bengal,2
north twenty four parganas district,1312362,9040481,2019,west-bengal,2
bankura district,323010,1640080,2019,west-bengal,2
jhargram district,59993,303906,2019,west-bengal,2
howrah district,480813,2790524,2019,west-bengal,2
hooghly district,557946,3729002,2019,west-bengal,2
kolkata district,1014406,6041911,2019,west-bengal,2
koch bihar district,153650,755753,2019,west-bengal,2
alipurduar district,76597,365769,2019,west-bengal,2
paschim bardhaman district,395259,2040604,2019,west-bengal,2
nadia district,447979,2537823,2019,west-bengal,2
birbhum district,300617,1478412,2019,west-bengal,2
purba medinipur district,448850,2751511,2019,west-bengal,2
maldah district,305773,1715360,2019,west-bengal,2
darjiling district,172085,818092,2019,west-bengal,2
south twenty four parganas district,659919,11640483,2019,west-bengal,3
purba bardhaman district,428350,7257620,2019,west-bengal,3
uttar dinajpur district,189407,2523533,2019,west-bengal,3
kalimpong district,15312,183357,2019,west-bengal,3
murshidabad district,622422,9294082,2019,west-bengal,3
paschim medinipur district,455417,8280953,2019,west-bengal,3
dakshin dinajpur district,146051,1806053,2019,west-bengal,3
jalpaiguri district,122923,1806874,2019,west-bengal,3
purulia district,230836,3683732,2019,west-bengal,3
north twenty four parganas district,1478650,33572269,2019,west-bengal,3
bankura district,353058,6715391,2019,west-bengal,3
jhargram district,65500,1116758,2019,west-bengal,3
howrah district,540552,9743134,2019,west-bengal,3
hooghly district,624518,13191323,2019,west-bengal,3
kolkata district,1138965,22126534,2019,west-bengal,3
koch bihar district,172002,2433275,2019,west-bengal,3
alipurduar district,85888,1176861,2019,west-bengal,3
paschim bardhaman district,438438,7691224,2019,west-bengal,3
nadia district,502635,8909989,2019,west-bengal,3
birbhum district,331414,5342422,2019,west-bengal,3
purba medinipur district,504142,9655511,2019,west-bengal,3
maldah district,340720,5661227,2019,west-bengal,3
darjiling district,196103,2746406,2019,west-bengal,3
south twenty four parganas district,741375,13581616,2019,west-bengal,4
purba bardhaman district,488492,12735066,2019,west-bengal,4
uttar dinajpur district,215655,3217032,2019,west-bengal,4
kalimpong district,17771,221386,2019,west-bengal,4
murshidabad district,750671,13929731,2019,west-bengal,4
paschim medinipur district,520047,14232700,2019,west-bengal,4
dakshin dinajpur district,167751,2758745,2019,west-bengal,4
jalpaiguri district,138687,2180913,2019,west-bengal,4
purulia district,269243,9311848,2019,west-bengal,4
north twenty four parganas district,1638605,37515458,2019,west-bengal,4
bankura district,417129,17405204,2019,west-bengal,4
jhargram district,75434,2033647,2019,west-bengal,4
howrah district,597553,10870618,2019,west-bengal,4
hooghly district,694972,16121357,2019,west-bengal,4
kolkata district,1238698,23803601,2019,west-bengal,4
koch bihar district,196016,3117183,2019,west-bengal,4
alipurduar district,96583,1467355,2019,west-bengal,4
paschim bardhaman district,492425,11527025,2019,west-bengal,4
nadia district,571859,12713222,2019,west-bengal,4
birbhum district,380115,11005862,2019,west-bengal,4
purba medinipur district,573088,14094860,2019,west-bengal,4
maldah district,383514,7234930,2019,west-bengal,4
darjiling district,219375,3247254,2019,west-bengal,4
south twenty four parganas district,1202229,21591489,2021,west-bengal,1
purba bardhaman district,736414,12509473,2021,west-bengal,1
uttar dinajpur district,364508,6914186,2021,west-bengal,1
kalimpong district,34881,525429,2021,west-bengal,1
murshidabad district,1166975,18555993,2021,west-bengal,1
paschim medinipur district,800530,15570980,2021,west-bengal,1
dakshin dinajpur district,262176,3213720,2021,west-bengal,1
jalpaiguri district,241123,4313032,2021,west-bengal,1
purulia district,406012,6414833,2021,west-bengal,1
north twenty four parganas district,2491076,53434882,2021,west-bengal,1
bankura district,604485,9129830,2021,west-bengal,1
jhargram district,115812,2140829,2021,west-bengal,1
howrah district,940133,17584219,2021,west-bengal,1
hooghly district,1046242,19808381,2021,west-bengal,1
kolkata district,1823074,39347629,2021,west-bengal,1
koch bihar district,345201,5796542,2021,west-bengal,1
alipurduar district,167837,3103865,2021,west-bengal,1
paschim bardhaman district,738540,14154334,2021,west-bengal,1
nadia district,893107,16082294,2021,west-bengal,1
birbhum district,558494,8668586,2021,west-bengal,1
purba medinipur district,884605,18408378,2021,west-bengal,1
maldah district,613320,12880352,2021,west-bengal,1
darjiling district,372025,6683418,2021,west-bengal,1
south twenty four parganas district,1286588,19344293,2021,west-bengal,2
purba bardhaman district,787970,12128849,2021,west-bengal,2
uttar dinajpur district,392388,8184990,2021,west-bengal,2
kalimpong district,37523,1223459,2021,west-bengal,2
murshidabad district,1248602,16530655,2021,west-bengal,2
paschim medinipur district,856640,16201033,2021,west-bengal,2
dakshin dinajpur district,281433,3959456,2021,west-bengal,2
jalpaiguri district,259321,5783835,2021,west-bengal,2
purulia district,435131,8843358,2021,west-bengal,2
north twenty four parganas district,2660664,37899453,2021,west-bengal,2
bankura district,646486,11202278,2021,west-bengal,2
jhargram district,124122,3321057,2021,west-bengal,2
howrah district,1004570,12452653,2021,west-bengal,2
hooghly district,1117731,15432239,2021,west-bengal,2
kolkata district,1944113,23924834,2021,west-bengal,2
koch bihar district,370813,7542282,2021,west-bengal,2
alipurduar district,180350,4356938,2021,west-bengal,2
paschim bardhaman district,789026,10545670,2021,west-bengal,2
nadia district,955428,13665885,2021,west-bengal,2
birbhum district,597952,8372476,2021,west-bengal,2
purba medinipur district,946277,15491958,2021,west-bengal,2
maldah district,658282,12664071,2021,west-bengal,2
darjiling district,398569,6269744,2021,west-bengal,2
south twenty four parganas district,1383020,23765288,2021,west-bengal,3
purba bardhaman district,847622,15020358,2021,west-bengal,3
uttar dinajpur district,425320,10453927,2021,west-bengal,3
kalimpong district,40581,1787640,2021,west-bengal,3
murshidabad district,1342984,21103271,2021,west-bengal,3
paschim medinipur district,922218,20226812,2021,west-bengal,3
dakshin dinajpur district,304201,4804545,2021,west-bengal,3
jalpaiguri district,280624,7690594,2021,west-bengal,3
purulia district,469472,11407463,2021,west-bengal,3
north twenty four parganas district,2852030,47835815,2021,west-bengal,3
bankura district,695804,14483541,2021,west-bengal,3
jhargram district,133927,4306987,2021,west-bengal,3
howrah district,1077467,15417318,2021,west-bengal,3
hooghly district,1198858,18451061,2021,west-bengal,3
kolkata district,2078360,32297893,2021,west-bengal,3
koch bihar district,401546,9466032,2021,west-bengal,3
alipurduar district,195128,5854359,2021,west-bengal,3
paschim bardhaman district,845830,13640640,2021,west-bengal,3
nadia district,1026795,16684700,2021,west-bengal,3
birbhum district,644407,10749052,2021,west-bengal,3
purba medinipur district,1017925,18619093,2021,west-bengal,3
maldah district,710699,15940220,2021,west-bengal,3
darjiling district,428460,8582057,2021,west-bengal,3
south twenty four parganas district,1477679,33158928,2021,west-bengal,4
purba bardhaman district,905950,20699909,2021,west-bengal,4
uttar dinajpur district,457144,14085762,2021,west-bengal,4
kalimpong district,43545,1088538,2021,west-bengal,4
murshidabad district,1435266,31219092,2021,west-bengal,4
paschim medinipur district,985745,25743693,2021,west-bengal,4
